dish_id,split,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1560203424,test,451.753998,138.0,22.271999,50.211998,14.587999
dish_1560270537,test,24.0,48.0,0.048,6.24,0.24
dish_1560270585,test,43.800003,114.0,0.18,11.256,0.636
dish_1560270630,test,120.560005,215.0,0.18,29.436001,1.646
dish_1560356314,test,30.544943,27.0,2.913618,0.948529,0.575824
dish_1560356337,test,144.716934,119.0,3.097618,27.996531,2.047824
dish_1560356355,test,301.606934,148.0,15.277617,28.402531,12.777824
dish_1560356523,test,497.719971,92.0,38.639999,1.288,34.040001
dish_1560356566,test,676.799988,213.0,51.949997,3.224,46.139999
dish_1560356627,test,980.047974,301.0,75.973999,6.92,63.124001
dish_1560357267,test,566.840027,383.0,42.130001,6.128,38.299999
dish_1560357297,test,942.454041,492.0,71.887001,10.706,59.336998
dish_1560357427,test,93.749001,241.0,0.241,21.931,1.205
dish_1560357792,test,145.150009,50.0,7.150001,16.35,3.95
dish_1560357832,test,181.351425,82.0,10.603177,17.474182,4.632458
dish_1560360030,test,193.880005,131.0,14.41,2.096,13.1
dish_1560360055,test,362.734009,180.0,27.786999,4.154,22.556999
dish_1560360102,test,401.494019,248.0,27.991001,13.674002,23.033001
dish_1560360112,test,401.494019,248.0,27.991001,13.674002,23.033001
dish_1560360148,test,587.794006,317.0,33.510998,41.481003,29.463799
dish_1560366389,test,46.909065,38.0,4.457482,1.529994,0.911943
dish_1560366410,test,58.741066,96.0,4.515482,3.791994,2.187943
dish_1560366438,test,71.93322,136.0,4.986071,6.105719,2.5801
dish_1560366460,test,330.740997,255.0,20.443512,9.966405,27.0408
dish_1560366963,test,7.56,42.0,0.084,1.638,0.378
dish_1560366998,test,39.600002,131.0,0.173,9.648001,0.823
dish_1560367085,test,77.559998,183.0,2.669,10.636,4.983
dish_1560367116,test,108.409973,211.0,6.256616,12.151617,9.205687
dish_1560367153,test,117.181976,254.0,6.299616,13.828617,10.151685
dish_1560367193,test,131.041962,317.0,6.488616,15.907618,12.104685
dish_1560367258,test,157.99173,341.0,8.97491,17.011694,12.479585
dish_1560367296,test,184.383316,362.0,11.224784,18.360016,13.026852
dish_1560367333,test,291.633301,427.0,13.564784,18.360016,33.176849
dish_1560367676,test,430.621216,198.0,25.719105,6.42366,40.699318
dish_1560367698,test,556.721252,295.0,26.010103,33.583664,43.318321
dish_1560367715,test,597.531189,305.0,26.680105,40.813663,44.518318
dish_1560367733,test,661.441162,388.0,26.763107,54.923664,46.178318
dish_1560367904,test,76.023148,69.0,8.840912,3.734912,10.405902
dish_1560367926,test,408.523132,194.0,20.965912,44.984913,24.155903
dish_1560367952,test,414.733154,221.0,21.073912,45.956913,24.938904
dish_1560367980,test,421.465118,254.0,21.106911,47.243912,25.664904
dish_1560368019,test,436.965942,301.0,21.659855,49.96254,26.125687
dish_1560368110,test,16.02,89.0,0.178,3.471,0.801
dish_1560368138,test,23.5,123.0,0.28,4.593,1.855
dish_1560368162,test,41.639214,178.0,0.927059,7.774373,2.394216
dish_1560368395,test,49.320004,137.0,0.137,12.330001,0.685
dish_1560368464,test,349.449951,275.0,18.062435,16.807095,29.051191
dish_1560368506,test,462.933777,378.0,31.259737,22.382402,44.584641
dish_1560368570,test,555.932739,452.0,39.187859,27.133636,46.5131
dish_1560368691,test,140.755188,112.0,11.999318,7.191059,2.918753
dish_1560368712,test,146.875183,142.0,12.029318,8.361059,3.578753
dish_1560368738,test,174.248901,225.0,13.005788,13.16204,4.392478
dish_1560368764,test,207.098907,270.0,15.165788,14.017039,7.992478
dish_1560368815,test,400.337677,442.0,33.12727,21.281317,11.468402
dish_1560368944,test,143.540421,66.0,8.573035,2.14122,13.56644
dish_1560368972,test,196.840424,107.0,8.696033,13.621221,14.67344
dish_1560368990,test,211.92131,119.0,9.981677,14.39169,14.986163
dish_1560369008,test,223.801331,146.0,10.548676,15.552691,15.850163
dish_1560369080,test,55.050571,49.0,5.116934,2.069475,0.990234
dish_1560369102,test,69.738571,121.0,5.188934,4.877475,2.574234
dish_1560369122,test,92.058571,183.0,5.250934,10.457476,2.884234
dish_1560369146,test,474.832947,359.0,28.112362,16.167395,39.061409
dish_1560369255,test,132.666138,61.0,7.923563,1.979007,12.538679
dish_1560369273,test,308.951691,221.0,28.424227,10.639672,36.668308
dish_1560369294,test,333.635681,342.0,28.545227,15.358673,39.330307
dish_1560369313,test,392.135712,387.0,28.680227,27.958673,40.545307
dish_1560369403,test,411.967804,405.0,30.986551,28.932995,43.259884
dish_1560369421,test,413.946655,411.0,31.057137,29.280058,43.318707
dish_1560370114,test,7.956,39.0,0.039,1.521,0.858
dish_1560370137,test,89.644272,104.0,7.00289,5.694383,2.551919
dish_1560370804,test,25.134001,6.0,0.426,4.74,0.474
dish_1560370833,test,177.003006,99.0,5.913,27.525,4.287
dish_1560441247,test,2.21,17.0,0.034,0.374,0.255
dish_1560441270,test,24.540001,46.0,0.063,5.304,0.835
dish_1560441288,test,165.200012,72.0,10.983,5.668,10.455
dish_1560441311,test,190.400009,93.0,11.382001,10.077999,11.379
dish_1560441339,test,280.679993,154.0,18.092001,11.053999,17.479
dish_1560441464,test,28.5,50.0,0.15,7.0,0.35
dish_1560441487,test,41.419998,88.0,0.226,10.04,0.654
dish_1560441511,test,51.919998,123.0,0.296,12.7,0.864
dish_1560441529,test,66.419998,152.0,0.325,16.469999,1.009
dish_1560442226,test,83.790001,147.0,0.441,20.58,1.029
dish_1560442258,test,289.369995,185.0,16.400999,21.112,15.089001
dish_1560442279,test,333.769989,222.0,17.103998,28.882,16.717001
dish_1560442303,test,444.769989,297.0,25.354,30.082001,24.217001
dish_1560442374,test,90.637001,233.0,0.233,21.202999,1.165
dish_1560442450,test,87.761002,149.0,0.596,5.364,14.900001
dish_1560443437,test,116.279999,204.0,0.612,28.559999,1.428
dish_1560443474,test,172.779999,317.0,0.725,43.25,1.993
dish_1560443537,test,237.639999,411.0,0.913,60.169998,2.651
dish_1560443565,test,260.679993,475.0,0.977,65.93,2.971
dish_1560443607,test,380.799988,706.0,1.439,67.547005,26.071001
dish_1560444570,test,168.720001,114.0,12.54,1.824,11.400001
dish_1560444592,test,244.421005,175.0,12.662,19.757999,12.376
dish_1560444616,test,265.871002,240.0,12.856999,24.958,12.831
dish_1560444637,test,509.321014,285.0,31.757,25.587999,29.480999
dish_1560444701,test,51.000004,170.0,0.34,12.919999,1.02
dish_1560444724,test,113.280006,343.0,0.513,28.49,1.885
dish_1560444756,test,150.779999,418.0,0.588,38.239998,2.26
dish_1560444785,test,313.079987,448.0,13.188,38.66,13.360001
dish_1560444815,test,495.119995,571.0,26.717999,40.627998,25.66
dish_1560444869,test,14.040001,39.0,0.039,3.51,0.195
dish_1560444892,test,39.540001,90.0,0.09,10.139999,0.45
dish_1560444914,test,62.340004,166.0,0.242,15.915999,0.906
dish_1560444931,test,112.660004,200.0,3.982,16.460001,4.306
dish_1560444948,test,171.316879,231.0,10.029442,17.637623,4.611491
dish_1560444967,test,197.377884,252.0,10.071443,23.811623,4.947491
dish_1560444985,test,198.937866,264.0,10.095443,24.075623,5.127491
dish_1560445004,test,339.5979,290.0,21.015444,24.439625,14.747491
dish_1560445069,test,94.527,243.0,0.243,22.112999,1.215
dish_1560453132,test,142.09024,108.0,12.929943,5.810329,2.847845
dish_1560453150,test,152.320267,141.0,12.962943,8.12033,3.441845
dish_1560453174,test,329.716248,256.0,18.145134,10.521854,32.1376
dish_1560453275,test,92.554443,60.0,2.703752,1.252969,14.971699
dish_1560453294,test,115.954453,138.0,2.781752,5.698969,16.2197
dish_1560453328,test,340.108368,264.0,14.154275,10.659495,39.618752
dish_1560453356,test,389.068359,408.0,15.162277,20.451496,40.626755
dish_1560453380,test,411.388397,480.0,15.234276,25.491495,41.922752
dish_1560453412,test,591.07843,631.0,15.838277,63.241493,49.472755
dish_1560454488,test,48.244003,42.0,4.500726,1.893843,0.63549
dish_1560454513,test,54.444004,62.0,4.520726,3.293843,0.99549
dish_1560454539,test,122.274002,119.0,4.748726,17.543842,3.84549
dish_1560454562,test,318.821899,299.0,26.924074,24.92885,26.887257
dish_1560454970,test,9.900001,55.0,0.11,2.145,0.495
dish_1560455000,test,12.800001,84.0,0.11,2.725,0.785
dish_1560455030,test,20.59,103.0,0.148,4.625,0.956
dish_1560455059,test,25.550001,134.0,0.21,5.679,1.173
dish_1560455090,test,60.200001,155.0,0.966,5.679,7.683
dish_1560455158,test,69.12085,55.0,5.892522,3.531324,1.433316
dish_1560455179,test,103.320847,150.0,5.987522,12.081323,1.908316
dish_1560455203,test,115.100845,188.0,6.025522,14.741324,2.592316
dish_1560455224,test,181.740845,244.0,6.249522,28.741323,5.392316
dish_1560455263,test,360.679474,360.0,11.476776,31.163731,34.337601
dish_1560455343,test,53.941677,41.0,4.908589,2.205773,1.081126
dish_1560455380,test,60.97168,78.0,4.982589,3.574773,1.747126
dish_1560455399,test,138.498901,149.0,13.729533,6.48775,10.835825
dish_1560455421,test,180.938934,189.0,14.689533,15.287749,12.075824
dish_1560455442,test,457.578918,293.0,24.777534,49.60775,23.515823
dish_1560456305,test,26.391596,21.0,2.249872,1.348324,0.547266
dish_1560456326,test,206.872757,138.0,7.522188,3.791613,29.742077
dish_1560456348,test,210.282761,149.0,7.533189,4.561613,29.940079
dish_1560456370,test,258.382751,186.0,7.644188,14.921614,30.939077
dish_1560456794,test,205.283386,188.0,23.160921,7.713231,24.065845
dish_1560456814,test,318.333374,283.0,23.540922,31.46323,28.815844
dish_1560456833,test,351.583435,378.0,23.920921,38.113228,31.095846
dish_1560456853,test,405.703369,501.0,26.503923,43.402229,35.031845
dish_1560526408,test,67.098175,51.0,6.105806,2.743767,1.344815
dish_1560526447,test,88.592773,70.0,8.15613,3.411251,1.750025
dish_1560526472,test,113.672775,114.0,8.28813,9.571251,2.058025
dish_1560526490,test,141.67276,170.0,8.34413,16.85125,2.338025
dish_1560526514,test,183.252747,224.0,8.398129,26.031246,3.418025
dish_1560526530,test,245.280746,242.0,13.31213,26.787249,6.892025
dish_1560526552,test,359.240814,319.0,21.782129,28.019247,14.592025
dish_1560527070,test,53.129997,69.0,0.069,11.73,1.38
dish_1560527105,test,92.725296,104.0,3.845912,12.959577,2.126438
dish_1560527140,test,276.665314,138.0,18.125912,13.435576,14.706437
dish_1560527168,test,322.835297,219.0,18.368912,24.775576,15.273438
dish_1560527191,test,663.989319,318.0,45.395912,28.933577,34.38044
dish_1560527225,test,937.789368,503.0,65.745911,31.893578,52.88044
dish_1560527745,test,87.761002,149.0,0.596,5.364,14.900001
dish_1560527950,test,23.1,77.0,0.154,5.852,0.462
dish_1560529804,test,15.3,51.0,0.102,3.876,0.306
dish_1560529825,test,52.919998,117.0,0.3,13.115999,0.768
dish_1560529844,test,91.68,168.0,0.3,22.296,1.278
dish_1560539314,test,165.738342,158.0,18.348402,6.327587,20.611412
dish_1560539340,test,196.53833,228.0,19.818401,9.337587,22.851414
dish_1560539368,test,238.814514,314.0,20.835882,17.820642,23.615503
dish_1560539396,test,384.044525,417.0,27.839884,36.360641,25.778503
dish_1560541680,test,95.052574,77.0,9.032269,3.100251,1.847884
dish_1560541706,test,110.802574,140.0,9.221268,6.250251,2.981884
dish_1560541760,test,465.58374,372.0,16.740324,13.392922,63.606739
dish_1560541793,test,509.826233,462.0,17.805128,22.27054,64.406372
dish_1560543465,test,33.880001,77.0,1.617,3.311,2.464
dish_1560543505,test,66.18,172.0,2.282,9.771001,3.129
dish_1560543525,test,83.43,187.0,3.887,10.716001,3.249
dish_1560543557,test,87.869995,191.0,3.923,11.636001,3.353
dish_1560543583,test,254.657333,350.0,22.387531,18.003635,24.094866
dish_1560543605,test,485.570892,501.0,27.281401,22.652529,63.553284
dish_1560543625,test,560.300903,554.0,30.885406,32.192524,64.666275
dish_1560543682,test,121.259995,86.0,5.848001,15.48,1.806
dish_1560543704,test,140.009995,161.0,6.073,19.23,3.156
dish_1560543729,test,219.529907,213.0,7.758307,20.830944,16.744329
dish_1560543755,test,257.924927,264.0,8.887804,27.355255,17.404505
dish_1560787696,test,37.869999,7.0,2.94,0.098,2.59
dish_1560787754,test,72.639999,68.0,3.123,8.638,3.017
dish_1560787781,test,108.628998,97.0,3.181,17.164,3.481
dish_1560787817,test,292.229004,165.0,8.621,44.568001,9.818601
dish_1560788338,test,71.268997,121.0,0.484,4.356,12.1
dish_1560788349,test,78.925995,134.0,0.536,4.824,13.400001
dish_1560788384,test,111.198997,242.0,0.847,14.035999,12.947001
dish_1560798656,test,287.171997,108.0,10.151999,36.18,12.096001
dish_1560798707,test,298.022003,139.0,10.275999,38.349998,12.840001
dish_1560798744,test,357.152008,220.0,14.164,39.889,19.320002
dish_1560798785,test,379.652008,310.0,14.433999,44.389,20.939999
dish_1560798815,test,404.963837,341.0,15.423538,46.987759,22.861877
dish_1561148021,test,361.765411,216.0,19.948797,23.611561,22.204132
dish_1561148042,test,370.755463,245.0,19.9778,25.641567,22.726137
dish_1561148303,test,119.654999,45.0,4.23,15.075001,5.04
dish_1561148336,test,128.098618,68.0,4.566122,16.327492,5.454762
dish_1561148481,test,281.281128,140.0,14.385699,18.905287,18.591501
dish_1561392386,test,175.746002,51.0,13.923,2.142,9.843
dish_1561392410,test,187.296005,84.0,14.055,4.452,10.635
dish_1561392430,test,208.746002,149.0,14.25,9.651999,11.09
dish_1561392459,test,395.225983,275.0,28.110001,11.667999,23.690001
dish_1561392512,test,42.75,75.0,0.225,10.5,0.525
dish_1561392543,test,126.004929,119.0,8.808466,12.171466,0.9586
dish_1561392570,test,149.804916,187.0,9.080466,16.931465,2.5906
dish_1561392593,test,354.044922,325.0,24.260466,19.139467,16.3906
dish_1561392632,test,500.114899,352.0,35.600468,19.517466,26.380598
dish_1561392710,test,31.800001,106.0,0.212,8.056,0.636
dish_1561392734,test,84.239998,198.0,0.488,20.936001,1.28
dish_1561393550,test,172.480011,176.0,7.568,5.984,19.360001
dish_1561393619,test,234.040009,284.0,7.892,21.104,20.116001
dish_1561393649,test,271.540009,359.0,7.967,30.854,20.491001
dish_1561393715,test,17.15,49.0,0.196,3.43,1.176
dish_1561393741,test,188.830002,165.0,12.956,5.286,12.776
dish_1561393764,test,280.799988,182.0,20.096001,5.524,19.066
dish_1561404438,test,366.069214,169.0,23.856789,6.257735,32.327785
dish_1561404458,test,410.311737,259.0,24.921593,15.13535,33.127415
dish_1561404485,test,511.373352,349.0,34.245193,19.275635,34.533295
dish_1561404505,test,543.92334,442.0,34.617195,25.785635,36.765293
dish_1561404924,test,31.843937,39.0,1.244902,3.269407,2.417841
dish_1561404956,test,97.600792,82.0,2.638521,4.593264,13.654346
dish_1561405008,test,156.428101,134.0,8.249931,6.420062,14.763338
dish_1561405034,test,178.278091,153.0,10.282932,7.617062,14.915339
dish_1561405332,test,18.549999,53.0,0.212,3.71,1.272
dish_1561405356,test,206.645203,176.0,4.198396,7.496847,33.413628
dish_1561405389,test,265.983459,223.0,8.393058,12.105439,34.985947
dish_1561405411,test,332.063477,282.0,8.511059,25.67544,37.227947
dish_1561405836,test,82.429001,31.0,2.914,10.385,3.472
dish_1561405864,test,197.121201,106.0,5.344729,12.694054,23.070551
dish_1561405887,test,213.343475,139.0,5.735158,15.94918,23.363749
dish_1561405912,test,270.881866,196.0,11.174254,18.056519,24.140146
dish_1561405934,test,287.331848,243.0,11.362256,21.346516,25.268143
dish_1561406762,test,17.205421,35.0,0.414091,3.452406,0.310967
dish_1561406789,test,184.905411,164.0,0.801091,39.572407,3.793967
dish_1561406817,test,273.385437,243.0,0.959091,57.742405,6.795967
dish_1561407208,test,44.347641,29.0,0.939882,0.892834,7.578107
dish_1561407249,test,73.879166,56.0,3.48629,2.528108,7.992981
dish_1561407283,test,88.626671,86.0,3.841226,5.487313,8.259524
dish_1561407312,test,127.826668,121.0,3.911226,13.537315,9.589523
dish_1561480391,test,64.409996,113.0,0.339,15.82,0.791
dish_1561480414,test,125.161995,129.0,4.835,16.316,5.447
dish_1561480439,test,155.161987,189.0,4.895,24.115999,5.747
dish_1561480460,test,285.402008,277.0,14.575,25.524,14.547001
dish_1561481577,test,200.169998,37.0,15.54,0.518,13.690001
dish_1561481606,test,354.089996,141.0,26.98,2.182,24.09
dish_1561481634,test,462.057007,228.0,27.153999,27.759998,25.482
dish_1561481673,test,496.617004,324.0,27.25,36.400002,25.962002
dish_1561491121,test,31.45747,28.0,2.923962,1.182557,0.565848
dish_1561491154,test,166.137466,158.0,18.455791,5.614334,18.301338
dish_1561491180,test,236.347488,217.0,18.691792,20.364334,21.251337
dish_1561491210,test,251.097473,276.0,18.868792,23.314337,22.313339
dish_1561492161,test,48.309685,43.0,4.490371,1.81607,0.868981
dish_1561492182,test,250.165695,171.0,7.306371,40.08807,6.884981
dish_1561492204,test,488.636322,334.0,15.686282,49.120712,37.193401
dish_1561492228,test,648.180298,488.0,34.085533,54.370659,58.203133
dish_1561492519,test,271.320007,206.0,2.954,52.377998,11.528
dish_1561492628,test,13.64,31.0,0.651,1.333,0.992
dish_1561492665,test,81.950653,93.0,8.595007,4.689008,10.342231
dish_1561492687,test,105.605652,108.0,8.925008,9.174008,11.047231
dish_1561492703,test,113.130577,134.0,9.258422,10.046018,11.278057
dish_1561493975,test,130.851608,106.0,12.434031,4.267878,2.54384
dish_1561494001,test,162.687851,216.0,13.844637,7.95715,3.520412
dish_1561494032,test,185.437851,307.0,14.117637,12.507152,5.158412
dish_1561567053,test,26.1,87.0,0.174,6.612,0.522
dish_1561567086,test,142.754013,181.0,0.362,34.248001,2.026
dish_1561574215,test,93.235489,134.0,7.88034,4.701405,2.220979
dish_1561574368,test,22.0,50.0,1.05,2.15,1.6
dish_1561574394,test,61.502373,82.0,4.80367,3.438416,2.367952
dish_1561574428,test,84.002373,172.0,5.07367,7.938416,3.987952
dish_1561574456,test,203.657364,217.0,9.303671,23.013418,9.027951
dish_1561574479,test,363.61377,293.0,18.486538,25.268995,24.553905
dish_1561574600,test,32.980392,100.0,1.176471,5.784314,0.980392
dish_1561574623,test,117.602783,152.0,4.01018,7.020422,13.90319
dish_1561574783,test,29.626781,24.0,2.815253,0.966312,0.575964
dish_1561574815,test,74.852959,89.0,6.637806,3.246844,1.653304
dish_1561574848,test,182.258301,155.0,10.234437,4.81575,18.055315
dish_1561574974,test,50.130196,152.0,1.788235,8.792157,1.490196
dish_1561575033,test,354.445312,339.0,11.978688,13.237388,47.962563
dish_1561575068,test,421.936707,436.0,17.683113,16.640642,49.57029
dish_1561575170,test,42.75,171.0,0.513,8.55,3.078
dish_1561575192,test,122.989189,236.0,8.137642,11.167095,4.637902
dish_1561575274,test,305.180023,145.0,17.519951,4.303404,29.621891
dish_1561575300,test,326.780029,199.0,17.627951,9.163404,30.701891
dish_1561575327,test,453.680054,289.0,23.747952,25.363405,32.591888
dish_1561575347,test,554.760071,327.0,27.43395,37.903404,36.771889
dish_1561575410,test,16.0,64.0,0.192,3.2,1.152
dish_1561575445,test,35.458431,123.0,0.886118,6.612745,1.730431
dish_1561575474,test,120.058434,183.0,4.966118,17.412746,2.990431
dish_1561575506,test,562.043274,393.0,30.339838,23.645262,45.891098
dish_1561575613,test,86.411438,70.0,8.211153,2.81841,1.679894
dish_1561575661,test,418.952423,228.0,27.301857,7.507637,33.957542
dish_1561575688,test,607.892395,362.0,36.413857,31.62764,36.771538
dish_1561575908,test,106.360001,40.0,3.76,13.400001,4.48
dish_1561575951,test,213.699173,91.0,9.922189,14.913611,14.898733
dish_1561575977,test,261.076172,102.0,13.06819,15.375612,19.122734
dish_1561575996,test,290.976196,128.0,15.850189,17.013613,19.330734
dish_1561576026,test,330.456177,156.0,17.754189,22.053612,19.918734
dish_1561576051,test,367.885284,179.0,19.007559,22.600353,25.634586
dish_1561576074,test,374.54538,216.0,19.081562,24.043354,25.967587
dish_1561576212,test,145.229996,103.0,7.004,18.540001,2.163
dish_1561576257,test,180.87999,134.0,10.321,20.493,2.411
dish_1561576295,test,249.067139,232.0,16.084234,23.931339,4.035298
dish_1561576320,test,494.797546,383.0,24.312891,27.520807,41.561111
dish_1561576449,test,77.0,308.0,0.924,15.400001,5.544
dish_1561576483,test,209.595428,371.0,8.536117,17.269756,18.4142
dish_1561576590,test,29.231468,101.0,1.295191,3.387423,0.896671
dish_1561576618,test,57.924408,188.0,2.318721,8.419776,1.749612
dish_1561576652,test,91.424408,322.0,2.720721,15.119776,4.161612
dish_1561576680,test,307.862427,455.0,9.968476,18.281359,37.214157
dish_1561576707,test,324.142426,492.0,10.745476,19.872356,38.398155
dish_1561576737,test,357.472565,519.0,13.912635,20.959461,39.046108
dish_1561576767,test,408.472565,621.0,14.014634,34.21946,39.556114
dish_1561576794,test,654.721252,738.0,28.151423,37.69186,63.457905
dish_1561576887,test,15.500784,47.0,0.552941,2.718627,0.460784
dish_1561576916,test,78.457687,98.0,6.535353,4.77204,1.684707
dish_1561576954,test,345.343719,262.0,15.472434,8.670532,42.441227
dish_1561576978,test,511.614227,341.0,25.017786,11.015146,58.580055
dish_1561577083,test,98.382996,37.0,3.478,12.395,4.144
dish_1561577119,test,128.312988,78.0,5.446,13.174001,7.424
dish_1561577146,test,154.23642,99.0,7.909346,14.019524,7.927969
dish_1561577177,test,234.606445,156.0,11.785346,24.279522,9.124969
dish_1561577198,test,240.542908,174.0,11.99711,25.3207,9.301439
dish_1561577219,test,308.891754,216.0,14.285876,26.319092,19.739084
dish_1561577549,test,130.340012,49.0,4.753,16.17,5.39
dish_1561577573,test,755.432922,346.0,40.638695,24.98456,66.063805
dish_1561577598,test,813.452026,393.0,46.151894,26.876921,67.191734
dish_1561577678,test,218.887756,104.0,12.566033,3.08658,21.246046
dish_1561577701,test,258.637756,263.0,13.043034,11.03658,24.108046
dish_1561577731,test,274.257721,334.0,13.256033,13.37958,26.309046
dish_1561577848,test,413.34787,254.0,13.841578,6.037907,63.12289
dish_1561577947,test,623.204285,424.0,33.782948,12.882619,67.202637
dish_1561578156,test,31.990978,97.0,1.141176,5.610784,0.95098
dish_1561578188,test,57.990978,201.0,1.453176,10.810784,2.82298
dish_1561578226,test,119.220253,289.0,6.628325,13.898274,4.281533
dish_1561578344,test,144.255859,86.0,6.570766,15.91366,5.528702
dish_1561578373,test,164.49585,132.0,7.536766,17.891659,7.000702
dish_1561578394,test,276.044403,185.0,13.940609,19.464626,17.828014
dish_1561578417,test,289.794373,240.0,14.105609,22.214628,18.818014
dish_1561578441,test,387.084412,309.0,18.797609,34.634628,20.267014
dish_1561578461,test,522.154663,392.0,23.320644,36.607651,40.893784
dish_1561578570,test,136.804855,65.0,7.853771,1.929112,13.278779
dish_1561578603,test,180.514832,96.0,9.961771,7.509113,13.929778
dish_1561578623,test,208.514832,208.0,10.297771,13.109113,15.945778
dish_1561578676,test,212.034836,224.0,10.345771,13.637113,16.441778
dish_1561578775,test,295.148987,111.0,10.434,37.185001,12.432
dish_1561578800,test,338.354706,146.0,14.539577,38.594208,13.271948
dish_1561578839,test,362.154694,214.0,14.811577,43.354206,14.903948
dish_1561578865,test,417.185303,246.0,17.301928,49.707146,16.735947
dish_1561579505,test,31.5,126.0,0.378,6.3,2.268
dish_1561579576,test,78.00235,267.0,2.036824,14.455882,3.650353
dish_1561579617,test,130.172348,304.0,4.552824,21.115883,4.427353
dish_1561579673,test,221.304153,360.0,7.60451,22.447077,18.344212
dish_1561579706,test,284.444855,390.0,11.229327,23.337435,24.472879
dish_1561579824,test,185.212708,88.0,10.632797,2.611722,17.977421
dish_1561579845,test,307.264221,163.0,14.719878,4.394568,36.616074
dish_1561579867,test,369.364288,217.0,20.497877,7.796568,37.048073
dish_1561579902,test,406.397736,247.0,24.016941,9.004458,37.768024
dish_1561579933,test,447.449249,306.0,27.486643,11.074479,38.745918
dish_1561580278,test,23.32,53.0,1.113,2.279,1.696
dish_1561580322,test,44.25,76.0,1.228,6.672,2.662
dish_1561580370,test,126.795876,124.0,4.96353,16.20141,5.41
dish_1561580406,test,203.281494,171.0,7.524766,17.318661,17.090221
dish_1561580431,test,258.003418,197.0,10.666273,18.090307,22.401735
dish_1561580552,test,22.25,89.0,0.267,4.45,1.602
dish_1561580608,test,20.25,81.0,0.243,4.05,1.458
dish_1561580628,test,72.434044,156.0,4.653638,6.681383,2.701085
dish_1561580659,test,754.353577,480.0,43.801662,16.297264,68.890678
dish_1561654326,test,59.79258,46.0,3.205161,7.079548,1.472
dish_1561654346,test,79.195488,84.0,3.691355,10.449209,2.744276
dish_1561654374,test,326.35553,251.0,22.061356,13.121208,19.444277
dish_1561654392,test,494.065491,282.0,35.081356,13.55521,30.914278
dish_1561654707,test,199.800003,135.0,14.85,2.16,13.5
dish_1561654732,test,242.360001,191.0,14.85,12.24,14.06
dish_1561654756,test,256.980011,225.0,14.952001,15.3,15.216001
dish_1561661324,test,33.0,75.0,1.575,3.225,2.4
dish_1561661347,test,50.669998,132.0,1.632,7.215,3.426
dish_1561661377,test,306.333679,294.0,8.972795,11.854835,43.735157
dish_1561661449,test,237.075684,115.0,10.854464,12.695836,20.978855
dish_1561661479,test,242.17569,166.0,10.854464,13.715836,21.488853
dish_1561661500,test,374.775665,268.0,11.160464,42.275837,24.242857
dish_1561661552,test,394.725677,325.0,11.388464,46.265839,25.610855
dish_1561661806,test,183.475952,89.0,8.40041,9.825473,16.235809
dish_1561661850,test,648.975952,264.0,25.375412,67.575478,35.485809
dish_1561661972,test,12.09,39.0,0.039,2.73,0.702
dish_1561662022,test,159.686279,166.0,11.945532,12.441322,2.925065
dish_1561662054,test,419.438782,292.0,23.838249,26.351543,25.910593
dish_1561662160,test,41.838322,36.0,3.37508,2.752816,0.63016
dish_1561662190,test,117.318321,104.0,3.98708,18.392817,2.39816
dish_1561662216,test,300.794281,193.0,12.387489,28.21829,18.63397
dish_1561662358,test,96.551003,91.0,2.184,20.02,2.821
dish_1561662458,test,124.815498,119.0,4.855837,21.055183,3.202388
dish_1561662501,test,158.395508,165.0,7.063837,21.929186,6.882387
dish_1561662532,test,166.455505,191.0,7.089837,23.749184,7.350388
dish_1561662562,test,368.485199,289.0,16.339729,34.568245,25.22802
dish_1561662814,test,23.243509,20.0,1.875044,1.529342,0.350089
dish_1561662842,test,263.125488,172.0,8.762704,5.882767,38.171024
dish_1561662869,test,284.34552,192.0,9.242703,10.282766,38.791027
dish_1561662926,test,288.335541,213.0,9.284704,11.059766,39.169025
dish_1561662948,test,293.605499,230.0,9.301705,12.249766,39.475029
dish_1561663035,test,263.240997,99.0,9.306,33.165001,11.088
dish_1561663068,test,332.892792,168.0,15.890169,35.715992,12.027848
dish_1561663541,test,124.32,112.0,1.008,25.76,2.912
dish_1561663580,test,432.063416,307.0,9.844143,31.344984,51.432281
dish_1561663606,test,474.503387,347.0,10.804142,40.144989,52.672283
dish_1561663786,test,46.683998,44.0,1.056,9.68,1.364
dish_1561663817,test,95.495369,86.0,4.993594,12.891619,2.099187
dish_1561663855,test,179.138412,139.0,7.395212,14.409589,15.28675
dish_1561663891,test,247.168854,172.0,10.509971,18.052742,21.306768
dish_1561663914,test,257.398834,205.0,10.54297,20.362743,21.90077
dish_1561663990,test,181.4897,115.0,5.211059,3.293709,28.614527
dish_1561664013,test,280.443024,163.0,9.741618,8.592841,37.370922
dish_1561664042,test,285.042999,209.0,9.741618,9.51284,37.830917
dish_1561664061,test,303.643036,269.0,9.801618,13.71284,38.910919
dish_1561664977,test,14.57,47.0,0.047,3.29,0.846
dish_1561665024,test,100.570984,121.0,6.984664,8.948565,2.141329
dish_1561665065,test,387.798126,303.0,15.23173,14.161219,47.426922
dish_1561665378,test,74.269997,70.0,1.68,15.4,2.17
dish_1561665422,test,571.39386,385.0,15.953769,24.421902,80.548927
dish_1561665452,test,624.853943,431.0,20.266373,27.939386,81.354126
